date,ret_1d,ret_3d,ret_10d,ret_22d,gap,hl_ratio,mom_z_5,price_z_66,myr_ret_1d,myr_ret_5d,myr_vol_ratio,myr_z_22,myr_fcpo_corr,sbo_ret_1d,sbo_ret_5d,sbo_z_22,cpo_sbo_spread,cpo_sbo_spread_z22,month,dow,qtr,harvest,fwd_ret_1d,target
2014-12-26,0.004969515535607982,0.02973006521625976,0.041404258039114517,-0.008972693666160936,0.0013577734604606206,0.013495481474884509,1.3379845651380733,0.5085501584902471,0.0,0.008765053600474637,0.43058498941628875,0.8220116952527794,-0.33073299624540436,-0.009625908823611695,0.008774735085254282,-0.33197511947582253,-0.1069588875603209,1.0978280148279096,12.0,2.0,4.0,1.0,0.013429029026721828,1
2014-12-29,0.013429029026721828,0.03575850542480996,0.03391688427816053,0.020211781686510832,-0.006782752659789004,0.02336134991317382,1.4218388653711105,1.0678259724212216,-0.0017182134811366545,0.004020683187881513,0.47255184106445003,0.6447737008192526,-0.3711384251487761,0.01670830948279134,0.02171301182750396,0.5670777648027105,-0.10851995453525376,0.967867668151181,12.0,4.0,4.0,1.0,0.016317892395440126,1
2014-12-30,0.016317892395440126,0.034716436957769936,0.040621518845483706,0.030197676444442934,0.016317892395440126,0.010890981098194577,1.852996334760654,1.7434049151028312,0.002290295876601789,0.006310979064483302,0.477902471158672,0.7612569594514499,-0.35355330950538166,0.010378603538802711,0.02366065207750756,1.2709654687105356,-0.10487096155521769,1.1733749619881764,12.0,0.0,4.0,1.0,-0.0013131978249605325,0
2014-12-31,-0.0013131978249605325,0.02843372359720142,0.05030247665150345,0.019461029931040486,0.005670680408425888,0.009590308900953335,1.5931303632963083,1.6482415853316381,-0.0002860002879496726,0.0002860821075154618,0.23997798287041833,0.7296754501118988,-0.33771246436080826,0.004242430605428282,0.02759218574276634,1.7242179901266823,-0.11014058969765728,0.869863594169306,12.0,1.0,4.0,1.0,-0.007032996022266147,0
2015-01-02,-0.007032996022266147,0.007971698548213446,0.06704128284147082,0.029545568981067305,-0.002192502522667894,0.011870880221718746,0.8546796159661936,1.2895830352077273,-0.0002860821075154618,0.0,0.25556167516916184,0.6724055878784843,-0.2562776021817912,-0.028525166684334913,-0.0068217318809242755,0.06288706735767846,-0.08836233692807305,2.0365676319290142,12.0,2.0,4.0,1.0,0.007470920268371373,1
2015-01-05,0.007470920268371373,-0.0008752735788553068,0.07121575557566295,0.05120112424139478,-0.00930651520914072,0.02123034183817556,0.9632312334036581,1.5697344997792912,0.005706149576854669,0.005706149576854669,0.5131667254969621,1.7003803676060234,-0.26316785925014835,-0.0015569051876007656,0.0012472717550866541,-0.03836024193452148,-0.08504066104895536,2.0169633306185335,1.0,4.0,1.0,1.0,-0.009678914099835012,0
2015-01-06,-0.009678914099835012,-0.009240989853729786,0.050316527408335254,0.07003547619729122,-0.0026304267687731198,0.01535454601303238,0.21746805308925485,1.1077843142201589,0.01145617507880714,0.018880538136798464,1.051027752288404,2.9426535960902154,0.009820786733960755,0.024015932554362074,0.008554894826657389,1.7166989018275554,-0.1301916827819598,-0.7328191270158891,1.0,0.0,1.0,1.0,0.010116646652239325,1
2015-01-07,0.010116646652239325,0.007908652820775686,0.05903944561197072,0.06602759424589877,0.004851167176477489,0.016587023674797207,-0.01671496326839544,1.501532321991363,0.006867100071173526,0.0234573423313702,1.0524103096459463,3.059212670540293,0.07628716614193086,0.0,-0.0018237087121453222,1.6090989016277937,-0.12694213620089378,-0.4661237769565431,1.0,1.0,1.0,1.0,0.019931335707452646,1
2015-01-08,0.019931335707452646,0.02036906825985696,0.07157019250125174,0.07157019250125174,0.005237899360793108,0.01771487241368175,0.7742209643343675,2.2513926694425495,-0.004198746546349774,0.0195445960729701,1.2475274062459545,2.202651972843978,-0.005344890692035301,0.008783942590966376,0.0027178032733927715,1.9707549508088766,-0.11159599653805774,0.5318256819643922,1.0,2.0,1.0,1.0,0.01617056512302817,1
2015-01-09,0.01617056512302817,0.04621854748272014,0.07038079676179976,0.08820169333191075,0.0025706955031008505,0.01952523828152766,1.600963698918255,2.7391487992393104,-0.0011226495706184725,0.01870802860986709,1.527118003235359,1.8011617062689151,0.01463741863412974,0.017932339460662305,0.04917530941838999,2.6005159127574498,-0.11223512130507363,0.470173420921161,1.0,3.0,1.0,1.0,-0.008904023210798861,0
2015-01-12,-0.008904023210798861,0.027197877619681954,0.056507258015392914,0.07791549989416069,0.0012655559588301557,0.017782009607831363,0.9816066702574756,2.2439011808698157,0.0,0.01300187903301242,1.5443511273398325,1.5972884170516235,0.02252867675707184,-0.0023724803536304684,0.04835973425236029,2.069176939297523,-0.11876666416224158,0.01869210456550268,1.0,4.0,1.0,1.0,0.005097717071668839,1
2015-01-13,0.005097717071668839,0.012364258983898146,0.048175946060339925,0.08347372814136378,0.0017021280705309394,0.018723951266287564,1.5098725984971144,2.304554423879801,0.008667746144312538,0.010213450098517818,1.3358388483387102,2.1089420603768545,0.002748062299627117,-0.03259190100146414,-0.008248099303465928,0.2406975284914246,-0.08974479223342158,1.7009508324324352,1.0,0.0,1.0,1.0,-0.002970509292293144,0
2015-01-14,-0.002970509292293144,-0.0067768154314231666,0.028887544372606655,0.10003872383388313,-0.012793351459909452,0.021707598496939817,1.1351475235550033,2.0817675680432406,0.000139188531089518,0.0034855385584338094,1.1635089944055177,1.8442650177854354,0.031435919253624475,-0.0018421865817699334,-0.010090285885235861,0.09932073954679237,-0.09101230347503453,1.479805881672498,1.0,1.0,1.0,1.0,-0.0034057078469826862,0
2015-01-16,-0.0034057078469826862,-0.0012785000676069913,0.0267950343505845,0.07571661319922462,-0.002127207779375695,0.011106478968893546,0.2420046893940506,1.8711089750854477,-0.008526154103572825,-0.0008418689987892414,1.3206569777617323,1.0113897909793903,0.07487661498503112,0.008567983871052842,-0.010306244605149395,0.5113508855364839,-0.09445984108949723,1.1716360736396545,1.0,2.0,1.0,1.0,-0.015037877364540542,0
2015-01-19,-0.015037877364540542,-0.021414094503816372,0.018790153008310106,0.05106547800656713,-0.00042653018347671434,0.02407682941152101,-0.9686527991723354,1.3036154715999873,-0.0014046919011518888,-0.0011239113293226577,1.3174301662033316,0.8177821320351918,0.10045045342492318,0.017218368293618447,-0.011020215772193254,1.3686504285468855,-0.1253113948465039,-0.5933097251418441,1.0,4.0,1.0,1.0,0.0012978587156000643,1
2015-01-20,0.0012978587156000643,-0.017145726495923164,0.012617091455538798,0.06335749235314747,0.0069025295627707095,0.014661754666289764,-0.596318814051539,1.3069734140940876,0.013681631814807416,0.012557720485484758,1.6229330611756472,1.7311129438526212,0.0646800672870802,0.0,-0.008647735418562785,1.2426236866392117,-0.13769516794571146,-1.3103943001988816,1.0,0.0,1.0,1.0,0.0017278622009371247,1
2015-01-21,0.0017278622009371247,-0.012012156448003353,0.024023867756310935,0.08885715676631811,-0.0038986404156569066,0.02110782652432244,-0.8588007181370162,1.3221709837053937,0.0018009286574249828,0.005690902998597203,1.526795709598694,1.661832990292925,-0.05479333550446144,-0.016609169371335497,0.0073349962115658585,0.26502204142506053,-0.12115906503086382,-0.4260215564217354,1.0,1.0,1.0,1.0,-0.019172700579833446,0
2015-01-22,-0.019172700579833446,-0.016146979663296257,-0.005265479475761836,0.06638800865230543,0.006024114603381037,0.02951603155656529,-1.4348775260606914,0.6626319035080847,-0.005690902998597203,-0.000139188531089518,1.6220866594972358,1.1339326393277984,0.08918034603940712,-0.013180267430771941,-0.0040030846374361495,-0.5697947044749935,-0.12146059518132812,-0.4839853931237986,1.0,2.0,1.0,1.0,-0.013732220220437519,0
2015-01-23,-0.013732220220437519,-0.03117705859933384,-0.038929035403652,0.041435474364375224,0.0017582422111965812,0.01768392678991583,-1.7964135219442472,0.20093496388359333,0.0008348407330567298,0.009221806305540037,1.3596173933979592,1.1016559555058631,0.08584834798255721,-0.01366905408170549,-0.02624012259019448,-1.4070775341233168,-0.12235860205311688,-0.5596628893735804,1.0,3.0,1.0,1.0,-0.004918409199572871,0
2015-01-26,-0.004918409199572871,-0.037823329999843835,-0.06001800972625304,0.035123336716198494,-0.004470280130903781,0.00985229644301164,-1.3801244622308009,0.016647556688456588,0.0,0.010626498206691926,1.3347735550881976,1.0174712262020682,0.09288165264742464,-0.011640842478883862,-0.05509933336269679,-1.909927953738713,-0.11563616877380589,-0.1996812073066471,1.0,4.0,1.0,1.0,-0.025421250909747783,0
2015-01-27,-0.025421250909747783,-0.04407188032975817,-0.07653523742520196,0.0023014969882790837,-0.005844026522219714,0.023680523665070098,-2.188895057516946,-0.8303794070868895,0.001112037923883813,-0.0019430956842316771,0.5803770231306641,1.015369414587636,0.07044060823143572,-0.016592595093419593,-0.07169192845611638,-2.367376380300815,-0.12557686251401723,-0.8975736566677727,1.0,0.0,1.0,1.0,-0.0013802624689587262,0
2015-01-28,-0.0013802624689587262,-0.03171992257827938,-0.08301321696582953,-0.016438726343159793,-0.0018407736444929768,0.013844245111341165,-2.4157054065399386,-0.8947278607850828,0.004850678210304604,0.0011066538686479443,0.7200912611879334,1.2986280052244206,0.08993944185970021,0.0028915682797987508,-0.052191190804982135,-1.9451577090099832,-0.1346993714730802,-1.4108193916502554,1.0,1.0,1.0,1.0,0.016438726343159793,1
2015-01-29,0.016438726343159793,-0.010362787035546717,-0.06360398133037659,-0.004969515535607982,-0.0036900410874540768,0.023745407900802366,-1.0409943505321988,-0.37141606819730977,0.0031748249456917677,0.009972381812936915,0.37544187378927474,1.434350513231266,0.11179150887045786,-0.026989119858859212,-0.0660000432330694,-2.5013614617274387,-0.09444635021675207,1.1192889212690842,1.0,2.0,1.0,1.0,-0.034557688925635155,0
2015-01-30,-0.034557688925635155,-0.019499225051434088,-0.09475596240902906,-0.052956233487964965,-0.012762251613851028,0.022712447921665598,-1.5855011777916597,-1.5001817296425668,0.000551116023869147,0.009688657103749332,0.38754354998881463,1.3838507947290333,0.1590454668711509,-0.02672169681715264,-0.07905268596851656,-2.6369356997634203,-0.10283345834910396,0.572817701284921,1.0,3.0,1.0,1.0,0.0060762047192932656,1
2015-02-04,0.0060762047192932656,-0.012042757863182096,-0.07364188032519525,-0.06319792116411183,-0.007057192309998683,0.0197467629348345,-1.2802240547179755,-1.2838854462793337,0.0,0.009688657103749332,0.3866109617774636,1.2986319296933326,0.14726973223530798,0.015452104558921764,-0.05195973893071093,-1.900699642273473,-0.1122093581887329,0.009317251751396635,1.0,4.0,1.0,1.0,0.024851716155763093,1
2015-02-05,0.024851716155763093,-0.0036297680505787966,-0.050088022885032224,-0.0370330071833882,0.019839174332219045,0.02020270731751947,0.3452723603863903,-0.4795634040683963,-0.02003405903311606,-0.01145743985325054,1.4468915874500232,-0.6757275227484503,-0.16398517989629782,0.019475776500656572,-0.015891367336634765,-1.267308353778397,-0.08679935950051032,1.4521508879738825,2.0,2.0,1.0,1.0,0.04879016416943216,1
2015-02-06,0.04879016416943216,0.07971808504448852,-0.003025720916537189,0.018790153008310106,-0.0009095043828404314,0.05231689413572434,1.511131031161435,1.1570487647306118,-0.004789416113876621,-0.021097534177431765,1.3116228058531798,-1.3897879787126155,-0.23319324524959645,0.03595893038744391,0.017175994771010394,-0.32838194929904657,-0.06917870960464523,2.2263627825322807,2.0,3.0,1.0,1.0,0.015890392335184522,1
2015-02-09,0.015890392335184522,0.08953227266037977,0.03203737199848078,0.027209625075123256,0.006042314455962483,0.028025114995736497,1.4788258742113913,1.6600896602851574,0.0,-0.024272359123123532,1.2519225994999903,-1.546456997027922,-0.2482527328920104,0.0034629343593848283,0.047628048989254435,-0.22770801604914634,-0.05675125162884598,2.4751142530928005,2.0,4.0,1.0,1.0,-0.011570731190667871,0
2015-02-10,-0.011570731190667871,0.05310982531394881,0.03419886102825043,0.025317807984290397,0.0,0.021441644762377376,2.029307400502968,1.2425237287430575,0.01039481195676073,-0.01442866319023195,1.6010186373734132,-0.2892465924248373,-0.25304084598544274,0.0059533310721309185,0.080303076878538,-0.040280089434538764,-0.0846701258484055,1.0548720665780829,2.0,0.0,1.0,1.0,-0.008658062743114314,0
2015-02-11,-0.008658062743114314,-0.004338401598597663,0.030459207484708983,0.006543098588936758,0.006872879287762146,0.021561853007587155,1.6735332364873947,0.9534272430118477,0.005852044010366431,-0.008576619179865519,1.7084293442618603,0.4351819000158908,-0.29741996653841896,-0.01764937083532203,0.0472016014842942,-0.4534290947963576,-0.08153086176656377,1.096072855729444,2.0,1.0,1.0,1.0,-0.010050335853502013,0
2015-02-12,-0.010050335853502013,-0.030279129787284198,0.045830122540954754,-0.0234385729720179,-0.0013051992281436497,0.01744483837889596,0.84976964188253,0.639019527125321,0.0,0.01145743985325054,0.8663063918648228,0.384232215716667,-0.27055548671737634,0.009493742192251187,0.03721956717588881,-0.15357846386018326,-0.10107493981231652,0.16149125582341994,2.0,2.0,1.0,1.0,0.005693030484545503,1
2015-02-13,0.005693030484545503,-0.013015368112070824,0.05290341549445898,-0.03391610761050057,0.010050335853502013,0.014426479710223344,-0.21891346115944865,0.8384594531452453,-0.005572597313004968,0.010674258654122193,0.8868746171253062,-0.380883439519366,-0.2773771734599952,0.008155628643070845,0.009416265431515747,0.14516850615991767,-0.09796494065783712,0.2769807917705745,2.0,3.0,1.0,1.0,0.0013091863096192924,1
2015-02-16,0.0013091863096192924,-0.0030481190593372176,0.03777387546091848,-0.023702898090082414,0.008262712806210715,0.015693434546046547,-0.5882535612487069,0.8694941830655971,0.0,0.010674258654122193,0.8868746171253062,-0.421203735877166,-0.2793573643668478,0.012110068816511887,0.018063399888642806,0.5904654521009794,-0.10876582316473016,-0.2528376760822084,2.0,4.0,1.0,1.0,0.009548683662430335,1
2015-02-17,0.009548683662430335,0.01655090045659513,0.08188024804898397,-0.019251931499320918,0.0030481190593372176,0.009523881511255541,-0.05422051321287189,1.1625254782435446,0.0011170065389278783,0.0013964532362893411,0.6104785864522071,-0.2530432099985912,-0.30500628296477983,0.0,0.012110068816511887,0.6031731089816244,-0.10033414604122814,0.17074348625836777,2.0,0.0,1.0,1.0,-0.013481395744434188,0
2015-02-18,-0.013481395744434188,-0.0026235257723845606,0.06232264758525652,-0.029762817951461962,-0.0012967367280660724,0.013049336977721059,-0.17349719924646853,0.6876871151024182,0.008891417287911318,0.004435826513834229,0.7474327640186762,0.9052596914967458,-0.33134930561899095,-0.0024721891453891587,0.02728725050644476,0.5382478264877412,-0.12023476992818427,-0.7147068108949055,2.0,1.0,1.0,1.0,0.006980831141341071,1
2015-02-23,0.006980831141341071,0.0030481190593372176,0.0444517625708345,-0.019376278963138205,0.0034965070587293923,0.0099979098397015,0.24868388953093096,0.9022478757142305,0.0008295313623754019,0.005265357876209631,0.7761268803725516,0.9289140934847442,-0.3511472867232952,-0.009637879671122729,0.008155628643070845,0.27625002212461947,-0.10444559047809587,0.05958445001131983,2.0,2.0,1.0,1.0,-0.026879785318486782,0
2015-02-24,-0.026879785318486782,-0.0333803499215799,-0.031218186917084445,-0.031218186917084445,-0.00435730536895651,0.023852720963365937,-0.5391606650032416,0.01964233478935663,0.006062294675545976,0.016900249864760575,0.5788376841988238,1.5828773492537247,-0.3983953337916781,-0.02147224901767153,-0.02147224901767153,-0.3392741414242293,-0.11591542145445644,-0.5191092556639172,2.0,0.0,1.0,1.0,0.00845012811085244,1
2015-02-25,0.00845012811085244,-0.011448826066293272,-0.03865845114141653,-0.02406591752183207,-0.004027752144589947,0.019218468600828893,-0.36603192300194387,0.29688343545531204,-0.010216849882693113,0.006683399982067462,1.1206600654240693,0.22621796525309482,-0.4624283620506556,0.008897421263426075,-0.024684896570757342,0.05769370959667324,-0.10614586472433718,-0.12071356549033109,2.0,1.0,1.0,1.0,-0.005328609411218821,0
2015-02-26,-0.005328609411218821,-0.023758266618853163,-0.03241632936196748,-0.031122389133988015,-0.0013294927728280115,0.015051191614116418,-0.7196905767180696,0.11896718418613779,-0.0069628466794289245,-0.0013964532362893411,1.230701762716744,-0.636421876327137,-0.4437842445628791,0.00944591406262596,-0.015238982508131382,0.49446521530301996,-0.11395754151875348,-0.5515565016329337,2.0,2.0,1.0,1.0,0.01370793076535115,1
2015-02-27,0.01370793076535115,0.01682944946498477,-0.010050335853502013,0.0017582422111965812,0.005328609411218821,0.012334958157951366,-0.07368354888310888,0.5541653813385905,0.008903787258262241,-0.0013840832659384184,1.199513003912745,0.5078656156980038,-0.4266031585197357,0.004065681910006447,-0.008701111452735777,0.6945473048302286,-0.11321907992167013,-0.5407113099759912,2.0,3.0,1.0,1.0,0.013089192110014025,1
2015-03-02,0.013089192110014025,0.021468513464146355,0.013089192110014025,0.028579654541648125,0.0013166558847466092,0.019139340210697506,0.07322075306959977,0.9677451635685567,0.0,-0.0022136146283138203,1.1968594931425298,0.4801640692827071,-0.42585357297074855,0.028006138748357667,0.02894290696674462,1.6940225597968974,-0.12813602656001422,-1.3032658682021243,2.0,4.0,1.0,1.0,0.026941975955423025,1
2015-03-03,0.026941975955423025,0.0537390988307882,0.03433813758089155,0.06044003969664402,0.014630209317156861,0.018668340199959912,1.3188343413572416,1.8048807297304672,0.0038706158359433918,-0.004405293467916405,1.1330404527476252,0.9212741020669205,-0.37584066087672496,-0.0036485294350150355,0.046766626549401114,1.4066983957695895,-0.10141613700551932,0.07050427109207724,3.0,0.0,1.0,0.0,0.003369843121550531,1
2015-03-04,0.003369843121550531,0.04340101118698758,0.036398794392822786,0.08923113372794234,-0.005500331193045049,0.022930941063916892,1.2704990092136308,1.8386399074007815,0.009884759232541951,0.01569631564731866,0.9634296211711781,1.9041116962549807,-0.37570504647432085,0.004255325570138524,0.04212453085611356,1.4069985929194302,-0.11218637868664949,-0.5515811650367519,3.0,1.0,1.0,0.0,-0.005481776324693932,0
2015-03-05,-0.005481776324693932,0.024830042752279624,0.02136833440569852,0.08512961987220713,0.005033567674828987,0.01935272851581499,1.26127010815414,1.5990707647951046,-0.0032840752011900065,0.019375087125557577,0.7885423283925054,1.4059264449425781,-0.35312482004057927,-0.023321093740532373,0.00935752305295523,0.5209679236750954,-0.09106298606962149,0.5396867872968892,3.0,2.0,1.0,0.0,-0.018779894651595797,0
2015-03-06,-0.018779894651595797,-0.020891827854739198,0.01606983549853691,0.04991099887745154,-0.008919150229130146,0.01878791386563327,0.45796451929544607,0.9835960739181125,0.006012589854393902,0.016483889721689238,0.7083956997340999,1.8688298015240254,-0.3976232095409993,-0.020069660773207154,-0.01477781963025837,-0.25984066832660313,-0.09578580980240403,0.26308059683346596,3.0,3.0,1.0,0.0,-0.01344630972615235,0
2015-03-09,-0.01344630972615235,-0.03770798070244208,-0.00435730536895651,0.07102237807693434,-0.006917450843688222,0.02191148135621808,-0.19240600383390077,0.5528479773950417,0.0,0.016483889721689238,0.7083123818627548,1.703445308117965,-0.4285031373511046,-0.009228386892790041,-0.05201234527140608,-0.839572777811887,-0.10000373263576634,0.00461603262126289,3.0,4.0,1.0,0.0,-0.00921261176844368,0
2015-03-10,-0.00921261176844368,-0.041438816146191826,0.013309868181086593,0.0557335615891974,0.006528858882464128,0.023685317741509334,-1.120725821854765,0.26257519295186144,0.01084021455286499,0.023453488438610837,0.8148113498357576,2.311829122845298,-0.4489702475092962,-0.008991711191963958,-0.057355527028355,-1.5209572678011305,-0.11106484776511039,-0.6581001726697603,3.0,0.0,1.0,0.0,-0.013756595907970848,0
2015-03-11,-0.013756595907970848,-0.03641551740256688,-0.008896855837736695,0.01712524952546346,0.0017613390727015954,0.024461971351794128,-1.5998144591099774,-0.1511077397139733,-0.0035101966648489746,0.010058532541219911,1.0338414053781853,1.7773042632498328,-0.31021970703314566,-0.0012911557636199333,-0.06290200836211346,-1.7136168133596155,-0.12002009124461299,-1.0861655942725352,3.0,1.0,1.0,0.0,0.018592833076615634,1
2015-03-12,0.018592833076615634,-0.004376374599798893,0.01502458665009776,-0.013072081567353067,0.0035682464265178737,0.019039760458356817,-1.1842099883406476,0.3944543214081594,-0.0021662613399562325,0.011176346402453685,1.0158681621189654,1.476178927528851,-0.24415895704945242,0.004511770463662135,-0.03506914415791895,-1.3569529876579043,-0.10377276729170326,-0.04291050195667106,3.0,2.0,1.0,0.0,-0.01591545530589933,0
2015-03-13,-0.01591545530589933,-0.011079218137254543,-0.01459879942115272,-0.04487792920843692,-0.005277057100843585,0.016426562476412544,-1.1030014019615284,-0.10309086233818326,0.002977401035640259,0.008141157583700043,0.9617923326415196,1.5956168091610556,-0.2366631969759432,-0.007422980671120349,-0.022422464055832148,-1.5666549834056047,-0.11524264296212205,-0.8166436733887612,3.0,3.0,1.0,0.0,0.001336005542742491,1
2015-03-16,0.001336005542742491,0.004013383313458796,-0.026351985988424254,-0.031971192475026555,-0.005810072210054251,0.010719173649364687,-0.6267003874082144,-0.09356200498287905,0.0,0.008141157583700043,1.0119931270826428,1.4422723982175927,-0.202226461714585,-0.012386077513904858,-0.025580154676946965,-1.8714801290187024,-0.1015205599054747,0.4706476343521408,3.0,4.0,1.0,0.0,-0.02159328163056795,0
2015-03-17,-0.02159328163056795,-0.03617273139372479,-0.07488724357441523,-0.04490641136248019,-0.014795158916746765,0.019152432214756137,-0.9922929100945979,-0.7858271516364106,-0.0010816658707410998,-0.0037807228399060477,0.44101302613223736,1.22679149356285,-0.14765314582315078,-0.003285154071461349,-0.019873597556444356,-1.7937896475616344,-0.11874702159384043,-1.1219279146693228,3.0,0.0,1.0,0.0,-0.02672970196507851,0
2015-03-18,-0.02672970196507851,-0.04698697805290397,-0.10498678866104427,-0.06158577747405669,0.0027247973261852465,0.03265408542939286,-1.3215683921846462,-1.5849397064863766,0.0027019740837301853,0.0024314479086731122,0.4092567160543319,1.3071554461502115,-0.1643607341530306,-0.011583780032768054,-0.030166221825592476,-1.9411279959072054,-0.13659491760988107,-2.4314641304578632,3.0,1.0,1.0,0.0,0.023997459828205336,1
2015-03-19,0.023997459828205336,-0.024325523767441126,-0.075507552508145,-0.04328134813039686,-0.002338088509596936,0.030543790373640637,-1.089856077729998,-0.8665626466194792,-0.0009448607033510914,0.0036528485452782533,0.3659583961332709,1.1335306986860676,-0.163220595601293,0.01945009394875008,-0.015227898340504531,-1.129801471731884,-0.13110269102707406,-1.7097615203519672,3.0,2.0,1.0,0.0,0.005910451395559235,1
2015-03-20,0.005910451395559235,0.00317820925868606,-0.05081720646098997,-0.038680083044456914,0.013137221781687636,0.025987329762985047,-0.47620551062774846,-0.6955801865834437,0.002023609459526954,0.002699056969164948,0.3220177869251063,1.1989307125286668,-0.15812054346289275,-0.0003265306151463143,-0.008131448284530496,-1.0411902838995348,-0.12688931847589568,-1.2265746316575732,3.0,3.0,1.0,0.0,-0.023390197275599434,0
2015-03-23,-0.023390197275599434,0.006517713948165138,-0.060761094010437056,-0.07161896398248668,0.0,0.02565417831959811,-1.1354740145088824,-1.4086071275622212,0.0,0.002699056969164948,0.3213979312582183,1.113593808251572,-0.1325255197276193,0.001957586269517808,0.006212215498892171,-0.8873717239020549,-0.15223710202101337,-2.615092477011541,3.0,4.0,1.0,0.0,0.014282666198636385,1
2015-03-24,0.014282666198636385,-0.003197079681403814,-0.03726581604335699,-0.04385490203941611,0.014282666198636385,0.015978427140556382,-0.1587219832980478,-1.000622045671315,-0.016304709024943742,-0.012523986185037694,1.2362396242310087,-0.32780950430703887,-0.20374769308492094,0.015203268734406805,0.024700638304760325,-0.2881045044566687,-0.13685299553184027,-1.4236546752275738,3.0,0.0,1.0,0.0,-0.013818736707596813,0
