date,morning_gap,morning_hl,morning_gap_ret,ret_1d,ret_3d,ret_10d,price_z_66,mom_z_5,sbo_ret_1d,sbo_ret_5d,sbo_z_22,myr_ret_1d,myr_z_22,month,dow,qtr,harvest,ret_afeve,target,afternoon_open
2022-05-10,0.0055357990322516554,0.017099846679858095,0.0009511731852195598,-0.05807437451768194,-0.0961028869405638,0.01518207347149555,0.7707891322272242,0.10869560476440421,-0.026116961863934307,-0.0042547930537555345,0.6279161067307105,0.00274348594575069,1.7194262649939884,5,1,2,0,0.0017307847920662311,1,6350.0
2022-05-11,0.010011033084616313,0.010613491232596549,0.011410831120167329,0.008842628279784269,-0.0840856528200068,0.02838200712023552,0.8360300633109183,-0.2622042206205117,0.016171517987218387,-0.017127896081830407,0.8388869067039622,-0.0011422045787770063,1.470530339972313,5,2,2,0,0.012370654123698088,1,6427.0
2022-05-12,-0.0004611482673375483,0.022953861371982767,-0.013771977825181875,0.022692922816179833,-0.026538823421717792,0.02505382735184327,1.0433902222403637,-1.0728564750278142,0.029304790167416606,-0.015104051185306666,1.214648598600464,0.0038781843976518626,1.5288890871509198,5,3,2,0,0.003444500039412546,1,6376.0
2022-05-17,-0.03693511206336762,0.03354097641555819,-0.05658854517005994,-0.01689307898552077,0.01464247211044333,0.009106673078191737,0.8437635369299454,-1.3026158404374524,-0.011206961904793644,-0.04825912736533855,0.9384166952262936,0.0009103323341452807,1.4238664430166625,5,1,2,0,0.016515787067945098,1,6065.0
2022-05-18,-0.008796277599739197,0.013202049789240177,-0.004714306056998566,-0.03693511206336762,-0.03113526823270856,-0.026091916329209743,0.4369524959144604,-1.2765247984976988,0.011686176002858595,0.019838560388765636,1.0390059906760782,-0.0005688605876139619,1.2650911102326816,5,2,2,0,-0.014931773034275508,0,6140.0
2022-05-19,0.008395802054488413,0.016491138902305344,0.0065908955016598745,-0.019157360339181466,-0.07298555138806984,-0.0338078678914492,0.21069817363826207,-0.6503565547965423,-0.03584875458292558,0.010106767669774364,0.37500857466587767,0.002046385434463227,1.2615143651842715,5,3,2,0,-0.014215115398332756,0,6093.0
2022-05-23,0.02401431189032887,0.01605743689585847,0.033396457709141514,-0.006967513256752767,-0.06305998565930189,-0.07440520020710469,0.10877671512059346,-0.9195351111909693,-0.012743800653939985,-0.018808550971384008,0.0727596487716309,-0.0035269392041472614,0.9704882647993089,5,0,2,0,0.005298238291098656,1,6212.0
2022-05-24,0.009085899757541942,0.016247695541239393,0.019504304964541048,0.03885568770951652,0.01273081411358229,-0.10566471277990568,0.5160117237383263,-0.6379831542527703,0.011750135188997923,-0.03636320594980269,0.22051541629432903,0.0018219089530633337,0.9903696877157434,5,1,2,0,0.015296068479036862,1,6358.0
2022-05-25,-0.0009298001599665276,0.018773338566657118,-0.004346483092381516,0.033228787390106776,0.06511696184287048,-0.06926131954902628,0.8830294521633337,0.13825507716634564,-0.004358933360424366,-0.029515177405433413,0.04950352891743433,-0.00045516614349772055,0.8853936677716071,5,2,2,0,0.00031235358679815306,1,6402.0
2022-05-26,-0.010990847018020163,0.011855034914174022,-0.011622558978383433,-0.008087135833179465,0.06399733926644378,-0.0424945488000965,0.7621735478098759,0.5780270610456988,-0.015090829643202852,-0.05629218305149486,-0.41919808476923115,0.000682671547732383,0.8554303153528493,5,3,2,0,0.036547889304744174,1,6340.0
2022-05-30,-0.03339828040184803,0.027324972503454042,-0.04988565451086885,0.0265038626194105,0.051645514176337726,0.04208368833699598,1.071653927963758,1.260431775532414,0.020070919617176664,-0.0003725088513926167,-0.029645961985825954,-0.004331478332616712,0.5022631757920641,5,0,2,0,0.009256369952325372,1,6237.0
2022-05-31,0.0045962518509150155,0.022184398934303955,-0.003979312851481246,-0.043670990257568314,-0.02525426347133715,-0.010429930200356692,0.4930798284813379,0.672993982434945,-0.03282294143731157,-0.020451649634764202,-1.1581921810004705,0.0,0.43208661069066195,5,1,2,0,-0.003182182478463247,0,6295.0
2022-06-01,-0.0019141814745717435,0.01815625603667955,0.003023313624367563,-0.0031821824784629424,-0.020349310116620643,-0.03630503549499938,0.42832339969121797,0.07046267724099965,0.0,-0.032201784823762125,-1.3161857854399122,0.0009134506230032979,0.4346478677563731,6,2,2,0,0.013915468061975744,1,6280.0
2022-06-02,0.0004709945922693508,0.01109299712076703,0.0070417316246440985,0.01471196352423424,-0.03214120921179686,-0.004699992985244348,0.600662941854654,-0.20095299232363972,0.0024354302879263656,-0.025407421175411393,-1.2316879113324268,0.001824401874335413,0.5526941196168811,6,3,2,0,0.00988425035634144,1,6443.0
2022-06-07,-0.012993222237191536,0.018249810551872598,-0.0030783462819285717,0.021593071970765074,0.033122853016536516,0.053828191048888425,0.8792509248690205,0.2348235844794086,0.04174846318000647,0.031431871647797927,0.2018032811374767,-0.0004557885220199953,0.4895822334483789,6,1,2,0,0.0,0,6510.0
2022-06-08,0.012062135711204874,0.027273024844773765,-0.008794317266775264,0.00046093570763085516,0.0367659712026303,0.07344648709570074,0.8642112425277905,-0.14847057610697267,0.0,0.011360952030621263,0.18869533382530987,0.0011390820231527155,0.698373506455378,6,2,2,0,-0.005881459455176596,0,6480.0
2022-06-09,-0.008417820556241051,0.014966801633318956,-0.018803437115581023,-0.010500405311470775,0.011553602366925209,0.06991359504098264,0.6887992609615299,0.338668982778509,0.018250902016022863,0.062434795483955696,0.794950241402864,0.0,0.6909902663598527,6,3,2,0,-0.007979614635987176,0,6291.0
2022-06-13,-0.047413128421115246,0.04171882750873411,-0.07466277086849071,-0.0316986249571011,-0.04173809456094108,-0.0006407176256350264,0.18963439799305026,-0.07795749257361154,-0.003744644105141859,0.05869015137881384,0.6014909324281765,0.0018198367169859342,1.1545606253509797,6,0,2,0,-0.0012061688375393231,0,5807.0
2022-06-14,0.004644370608563481,0.021165721731123265,2.5153490401663703e-17,-0.07328250839953226,-0.11548153866810427,-0.10715201341527406,-0.9109670497174585,-1.2335025702657123,-0.03849001079970105,0.017764710291186425,-0.7332274739277566,0.004535155165391158,2.251997209280825,6,1,2,0,-0.001710864403630552,0,5850.0
2022-06-16,-0.04339379190862655,0.018105720016520707,-0.053097372091365606,0.0068728792877620504,-0.09810825406887135,-0.09219199829433262,-0.8396667393946265,-1.6332871504595372,-0.015590657385517126,-0.03957441027433717,-1.1867362890798063,-0.0018115946983507936,1.5853601493408755,6,3,2,0,-0.009504732493599732,0,5497.0
2022-06-20,-0.03608879994437401,0.03789357294521879,-0.06938649479453324,-0.07003304045521186,-0.13644266956698214,-0.18872890136895498,-1.8213804919960077,-2.4651512632183614,-0.025095095210791563,-0.06466950548512873,-2.0497163777992053,-0.0027235604670403646,0.7308128876863816,6,0,2,0,-0.01329516557497179,0,5073.0
2022-06-21,0.0013973452717839893,0.040362872746539075,-0.023444889522801753,-0.08406056337534137,-0.1472207245427912,-0.22911847448672804,-2.7690219428185543,-3.1616113638170233,-0.08143001133862615,-0.16435041883977775,-3.295477578958856,-0.0009095043828406535,0.3263937074590804,6,1,2,0,0.025928128575397835,1,4873.0
2022-06-22,-0.01795670159192527,0.020074414379042057,-0.030453023173687158,-0.000999300572815781,-0.155092904403369,-0.2269355925810809,-2.687748112149338,-2.8881287327797263,0.0,-0.1606057747346359,-2.575157644808708,0.0015910902322417986,0.8790931329048005,6,2,2,0,-0.036251982411993566,0,4803.0
2022-06-23,-0.011944978599189053,0.028968594310259877,-0.012819295594775898,-0.07664915216607257,-0.16170901611422972,-0.31829670827138784,-3.2553843245211826,-2.73614078489082,-0.04208398133912361,-0.16419974527405845,-2.6244011380636296,0.0002270920868168158,0.899803479981812,6,3,2,0,0.03987666594820105,1,4572.0
2022-06-27,-0.014608071773316649,0.03133470534654778,-0.0008410429427637024,0.026838671610071908,-0.05080978112881658,-0.31305110863208113,-2.80051240117597,-2.479081282313732,-0.054520200025081955,-0.20312928791362328,-2.67824064273643,-0.0009086779362179609,0.4724945705226413,6,0,2,0,0.026391142052041516,1,4749.0
2022-06-28,0.0059298813983014115,0.03174215379054722,0.006541315229639991,0.024497799738259118,-0.025312680817741517,-0.28901424460145275,-2.434770067094938,-1.303618772247377,0.027631610529921247,-0.15040258217291047,-1.9989943426414933,-0.001137009787075316,-0.008833208142140087,6,1,2,0,-0.007098701343730696,0,4948.0
2022-06-29,-0.003670477204037435,0.02179090397875293,-0.0008144981105957412,0.007559541567486031,0.058896012915817135,-0.27095429772249585,-2.2762525724610034,-0.22259157771707996,0.016309633649461475,-0.052662937184822844,-1.6152189009150093,0.0006823609954291765,0.2624924124052259,6,2,2,0,-0.012630031406102304,0,4940.0
2022-06-30,-0.010302996558443444,0.03272275599086755,0.013843869305495892,-0.007149453392782653,0.02490788791296265,-0.24640512615817745,-2.248805919055109,-0.2959638234702744,0.003289968572423696,-0.04937296861239915,-1.4164638352384846,0.0018173562475818361,1.0095301328853956,6,3,2,0,-0.04030979621274611,0,4961.0
2022-07-04,-0.03545864854837865,0.0306369694618898,-0.045072006394243774,-0.023437762687563125,-0.02302767451285968,-0.19656038044620827,-2.334658916225542,0.33550918351551595,-0.03834919097876632,-0.04563817825204186,-1.611010867569526,0.0,0.9221728889259488,7,0,3,0,-0.03845767904722841,0,4559.0
2022-07-05,-0.0054857280426044,0.04839088287045604,-0.04023330680207966,-0.08265191492208851,-0.11323913100243423,-0.28608517465605876,-2.7848227763257674,-0.9301601011742835,-0.03280016520763507,-0.023918143434594974,-1.6950360223175875,0.0027198566177741856,1.8003617455504373,7,1,3,0,-0.034360989856510926,0,4204.0
2022-07-06,-0.015131133283094943,0.06492106706853815,-0.07805469656636108,-0.07697015902588401,-0.18305983663553554,-0.29302229322673085,-3.0300898273114605,-2.069262553168856,-0.08285203648673889,-0.1344017904512551,-2.041339667273602,0.0011310938882642674,1.9199666526106525,7,2,3,0,0.04060806789627058,1,3740.0
2022-07-07,-0.0015416241491014,0.05677064158665682,0.02735040068772489,-0.041981783835481304,-0.20160385778345388,-0.2509435136868709,-2.9990783425325,-2.621837364387087,-0.013677225307453966,-0.16438864940817055,-1.8553020012213284,0.00067804274266825,1.865249002839849,7,3,3,0,0.0722798508452307,1,3989.0
2022-07-12,-0.016933612529439625,0.02628303298361398,-0.023835936731494513,0.09612674444578932,-0.022825198415576037,-0.15381746866826573,-2.2977877453107487,-1.2537509125123865,0.05077232537342358,-0.11690629260717067,-1.3590813234064596,-0.00022596316896517088,1.6397189629813067,7,1,3,0,-0.03512580197537396,0,4143.0
2022-07-13,-0.0204578419023962,0.04384755705418275,-0.04082199452025509,-0.06952606264861022,-0.015381102038302355,-0.1466943791508035,-2.534671939278301,-1.6668524491082894,-0.028425026681426324,-0.10698212830983067,-1.3959937366594148,0.0022573373016498977,2.0994909523022214,7,2,3,0,-0.008506302096144225,0,3896.0
2022-07-14,0.0061935681859417715,0.0279972055525744,0.007735984944174268,-0.03485027743574637,-0.008249595638567293,-0.2083833281966217,-2.541114400203536,-1.2134796927689133,-0.021112186051524873,-0.09529414915372048,-1.3790039739782394,0.0015771097106931364,2.2355538481457633,7,3,3,0,-0.05592511460859839,0,3861.0
2022-07-18,0.02140713098222426,0.037750292161624364,0.04968970859131541,-0.05644298101064442,-0.16081932109500108,-0.28932410894552535,-2.6186951817820963,-1.022080860541023,-0.016535179826593804,-0.02897729249357539,-1.337202132086848,0.001124986056323607,2.171433690419928,7,0,3,0,0.051992531729416314,1,3860.0
2022-07-19,-0.019369863106563037,0.029481169392292127,-0.04065804665530888,0.10765861253265506,0.01636535408626423,-0.18922503798035625,-2.0196959506034644,0.35684079048931877,0.08748933135408787,0.07218926416796645,-0.7243017047834219,0.00022484541972200844,1.9544143995262835,7,1,3,0,0.0005108556943795861,1,3914.0
2022-07-20,0.011425793971515597,0.027123711999143114,0.019221633780953443,-0.0375889905378909,0.013626640984119663,-0.21966457512546458,-2.0859792284328575,-0.755429353990265,-0.022592323028593597,-0.0011753842340507248,-0.8003664789586259,0.0004495392298673462,1.8178661177683433,7,2,3,0,-0.004821732473306639,0,3950.0
2022-07-21,-0.013574289619263264,0.019478605722766048,-0.02420303517490802,0.003823121771459306,0.07389274376622348,-0.1924036906664422,-1.9830173204894677,-0.14418656978994443,-0.032789822822991255,-0.005540180375615655,-0.958039671418029,0.0011229647446238111,1.83544858252533,7,3,3,0,-0.030213778596495544,0,3864.0
2022-07-25,-0.0013345791384293513,0.025515013782779514,-0.006690778338954309,-0.047404708685948246,-0.08117057745237997,-0.157156484430302,-2.089333611169988,-0.24715659330032216,-0.02710002196520378,-0.011528016289294563,-1.1033712568420155,-0.0011229647446238111,1.424085091914321,7,0,3,0,0.0029589799666265293,1,3712.0
2022-07-26,0.020471271841760244,0.029651066877087663,0.02963963992863975,-0.006959342863195083,-0.05054092977768416,-0.08714566826761304,-2.0157975084812163,0.16442668273269578,0.026231589431249702,0.031238752968548944,-0.8487620218631559,0.0008984726570271384,1.459746840425528,7,1,3,0,-0.025893124256855415,0,3834.0
2022-07-27,-0.012931214672248779,0.021569992380629986,-0.004291852081540919,0.0034857254760164266,-0.05087832607312713,-0.04167815895611546,-1.9111894157126772,-0.7137203636828332,0.006926434617869681,-0.04932414376766925,-0.744764937843191,0.0004489337898070378,1.3951406037721128,7,2,3,0,0.039789203310455434,1,3720.0
2022-07-28,0.013853479638860798,0.02167423555354397,0.026511876510784262,0.03549735122891486,0.03202373384173611,-0.10230755217298981,-1.7015394718470382,-0.09734483146809475,0.02117203891687236,-0.005559781822203291,-0.46659774631629236,-0.0011227125912658398,1.0722961095637804,7,3,3,0,0.01167860211006655,1,4001.0
2022-08-01,0.037099660202080616,0.0394581018784318,0.005911347263057257,0.044710060389653306,0.08369313709458455,0.011928570865273812,-1.4714339586203349,0.25092266313919787,0.06634251890499598,0.09357255990578395,0.4946838886622504,-0.0006742330854356826,0.8602738857608521,8,0,3,0,-0.01602005918418392,0,4090.0
2022-08-02,-0.013758816171427697,0.03303334533533129,-0.04627159928781981,-0.005698021114637778,0.07450939050393048,0.041080827186382465,-1.4430937162006727,0.6080603339754772,0.0001580902698732345,0.12083067214086096,0.6423667048062428,0.0011234693912840488,0.9953376089177798,8,1,3,0,-0.02766355945225918,0,3885.0
2022-08-03,0.01757422279923605,0.024209268859977998,0.03407794962992254,-0.06306548650317478,-0.024053447228159126,0.034458321693852156,-1.6197167962733336,0.1296625811881928,-0.03000626243809812,0.06459282027151314,0.25028425261678533,0.00044903458320710854,0.9963003376759325,8,2,3,0,-0.028054857591330418,0,3940.0
2022-08-04,-0.016846937008607864,0.03906435321237947,-0.006284388318151523,0.013666441351160007,-0.05509706626665255,-0.059533849487643,-1.513574428591311,0.2196352281638197,-0.0063730912660933114,0.05129329438755015,0.18205083032442804,0.00022444170221036508,0.9639437680207215,8,3,3,0,0.012308653498770639,1,3795.0
2022-08-08,0.0403012967735257,0.023852062440721897,0.057158413839948505,0.0028671986278530656,-0.04653184652416175,-0.01907766032189904,-1.451587153721679,-0.06640586930699464,0.006861650839365296,0.036982906310043084,0.37835871186477027,-0.0004489337898070378,0.8097436675442502,8,0,3,0,-0.00812112252234165,0,4080.0
2022-08-09,-0.004209489935136933,0.03965009223003396,0.021269595365848035,0.0519828015473637,0.06851644152637651,0.029082019454005265,-1.221882066752374,-0.0021138461934249882,0.04613510985803426,0.016775497263081363,1.3701263581851413,-0.00022454249561043582,0.7046972298214105,8,1,3,0,0.0012046742813360822,1,4148.0
2022-08-10,0.007675739292822164,0.027829987241220388,-0.016264468253186188,0.025855098754887982,0.08070509893010445,0.10234182689484156,-1.0911897916277689,0.265204267727151,0.004653335525641289,0.021270742518849417,1.6135725675452401,0.00044903458320710854,0.77601763056909,8,2,3,0,0.019869808055634763,1,4086.0
2022-08-11,0.014292763556925471,0.014980662989413205,0.009788785337367866,0.003605339802449408,0.08144324010470093,0.11290650956048603,-1.0472706521263913,0.8312321326885144,0.020979254998978014,0.07225625995592555,1.9748877565891132,-0.00269723696900126,-0.19315712479684577,8,3,3,0,0.017150661194502703,1,4220.0
2022-08-16,-0.005840455802916617,0.02289819672191298,-0.0049036875845297374,0.02954948479135767,0.059009923348695106,0.13897026887582742,-0.9089495748716897,1.0118005669146526,0.024400581884409966,0.10302993310642883,2.164857538738737,-0.00011254290710205339,-0.3790798645752379,8,1,3,0,-0.0285665699543447,0,4261.0
2022-08-17,0.002411964507471505,0.024533801672081242,0.02055521702122256,-0.03604848467899336,-0.0028936600851862315,0.06742443296791918,-1.0165158100081637,0.6969419767700173,-0.023340377317096817,0.07282790494996672,1.5225199528305167,0.005275872371296897,1.8008284594586177,8,2,3,0,-0.02423052453660368,0,4219.0
2022-08-18,-0.004136762195675516,0.015625317903080815,-0.001214919357310744,-0.005569695957832502,-0.012068695845468144,0.01714467662043335,-1.0073121747385767,0.16491503460559656,-0.0069877240125997275,0.019705071079332726,1.2670855039980469,0.0013425824348318738,2.2225816838169354,8,3,3,0,-0.012052783958374391,0,4090.0
2022-08-22,0.045236881911654474,0.021247258219874523,0.04286889596024608,-0.01887542250926111,-0.06049360314608695,0.00396727522580992,-1.0448209306405511,-0.28814790366347176,-0.020482736566848736,-0.0054310010131572994,0.8258000971439272,0.000447127215139842,2.323307321088139,8,0,3,0,-0.006700192569818242,0,4193.0
2022-08-23,0.015485717439380502,0.01977903153869573,0.0014395395960021297,0.030224089522469338,0.005778971055375816,0.09725685125145406,-0.9074769890716136,-0.008005884908622219,0.03185080139502183,0.005440545382886519,1.267339727795192,0.0029014639259083985,2.9241744795678097,8,1,3,0,0.0350996429141226,1,4143.0
2022-08-24,0.0020952166901291565,0.02353598096364649,0.002327747792211618,0.029803530390581534,0.04115219740378993,0.1133939402908757,-0.7714416021174587,-0.005239654868247151,0.008554115340406732,-0.010405921161116716,1.299199590896881,-0.0006688217839327937,2.227628577429144,8,2,3,0,-0.013516868579593222,0,4320.0
2022-08-25,0.0025776229854624247,0.014995594960356611,0.0044480934863835135,-0.006781272332962296,0.05324634758008879,0.10374546933006051,-0.7727309687675502,0.343700097071609,-0.014146210318187968,-0.0012117541622078676,0.9716119888521139,-0.0031270965844361065,0.9800833249055152,8,3,3,0,-0.005167970158442614,0,4268.0
2022-08-29,-0.006853388516641519,0.020365373512493845,-0.005194816877103967,-0.003761170395361052,0.01926108766225843,0.04800149738733592,-0.7621945892175906,0.4560698038558424,-0.0010614907358066361,0.004714479114585224,0.8743412566379882,-0.0011191942970150137,0.5130460794682377,8,0,3,0,0.0026125178141498395,1,4205.0
2022-09-01,-0.0007118282421817394,0.037457562534900415,-0.03352538740194488,-0.007090552042003166,-0.017632994770326475,0.01505584659044461,-0.7641366417359512,0.6587668556176282,0.008009109680465087,0.03320632536189905,0.9348173863438736,0.0020136487394755154,1.1435199082796101,9,3,3,0,-0.0285877040707323,0,4045.0
2022-09-05,0.006086754779893921,0.026708951264521785,-0.00025442055855343353,-0.06999296479933796,-0.08084468723670211,-0.05854245801134252,-0.9897823803012867,-0.789541885327125,-0.043843059465777046,-0.04248753549889983,0.05796684585390288,0.0017865123107974057,1.5884054318861502,9,0,3,0,0.004306529771696432,1,3939.0
2022-09-06,-0.01733852716227308,0.014137235838204735,-0.019140561373696494,0.006339567320742397,-0.07074394952059863,-0.08175237548195788,-0.9384158473559021,-1.1724517353318173,-0.0048869018199182435,-0.055928552659224806,-0.15389426050944194,0.0035634781583886443,2.304308727681252,9,1,3,0,-0.024692612590371255,0,3895.0
2022-09-07,-0.010582109330536972,0.026905039620714968,-0.03480940466586121,-0.0402323470281256,-0.10388574450672108,-0.08593623783109007,-1.048292145689803,-1.5900112704928255,0.0,-0.04178234234103684,-0.2768635599546831,0.0004445432391502191,2.06017446354234,9,2,3,0,0.008388629897622124,1,3680.0
2022-09-08,-0.010837277563763303,0.025119484161871347,-0.0051330654378547984,-0.023699684653879494,-0.057592464361262766,-0.10406622652713722,-1.1026000302384447,-1.842603225918812,-0.018823334519965762,-0.059544186125195964,-0.9373747639831325,-0.000222246917239044,1.7483735581743352,9,3,3,0,-0.031897122616276974,0,3695.0
2022-09-12,-0.002517835992340994,0.024624290245521964,0.007238338953023662,-0.03621795029457178,-0.1001499819765769,-0.12140875431244788,-1.197070662297155,-2.2524834883325293,0.018032883131088973,-0.04952041267457208,-0.5847751260703625,-0.0006670372676451652,1.4227555105494414,9,0,3,0,0.027806333824408114,1,3582.0
2022-09-13,0.020425327119112748,0.028490452454260393,0.03652278515555569,0.028644205679039515,-0.03127342926941179,-0.12298863815587782,-1.07227136752115,-0.9236499261170539,0.05027268834384202,0.04459533513504699,1.0104677024575741,0.0022217294186628322,1.7323666010769079,9,1,3,0,0.005729182337615768,1,3829.0
2022-09-14,0.0002596391031073114,0.018220181288431874,-0.010441232941048602,0.04460521736984369,0.03703147275431132,-0.10818695117661582,-0.8858304441417606,-0.36209531610704215,0.0036030665011512752,0.053085303456116506,1.0343189692817905,0.00420773514183681,2.245713802024973,9,2,3,0,0.0005230125642228245,1,3823.0
2022-09-19,0.003913899321136316,0.019735774298183625,0.009885616405645184,-0.006774387554272719,0.0664750354946104,-0.10818006639792623,-0.8847573381422573,0.09665501449158709,-0.028269359690551,0.024815943765565507,0.026152315893629804,0.0017663948068227242,2.1827484132468657,9,0,3,0,-0.03820419197817593,0,3815.0
2022-09-20,0.0008166599065559652,0.03358019278389932,-0.0013625836690550628,-0.040821994520255166,-0.0029911647046842313,-0.14524089052282033,-1.0075205128675557,-0.1503582261397627,0.004460516508880019,0.04809979479441129,0.09048843451351965,0.0050610736262233225,2.486731764241633,9,1,3,0,0.018265347977292734,1,3689.0
2022-09-21,0.0034542348680876036,0.01936656894151093,-0.0007988284275146809,0.022884293833587806,-0.024712088240939994,-0.11526604464722938,-0.898592178485227,0.6814031085718374,0.011444391330784676,0.04151130299410699,0.4785139949082658,-0.0013178126220765307,1.965670790419801,9,2,3,0,0.005488057678775249,1,3816.0
2022-09-22,0.011917239484714872,0.022660170001848827,0.0033823370348774282,0.021070044672983436,0.0031323439863162024,-0.024203035174907944,-0.7934245057040684,0.6099029270656131,-0.013902905168992064,-0.022664290518727093,-0.17038267276427219,0.003291281084072839,2.0809614529215503,9,3,3,0,-0.011539598285022379,0,3835.0
2022-09-26,-0.05086300476824156,0.05279318909364814,-0.08473584515033358,-0.012060974730617596,0.03189336377595379,-0.04260357722626793,-0.8148742088619546,-0.238717485037192,0.022212993030811035,-0.004054363989067333,0.7767780152438496,0.002625247624573168,2.072166324739179,9,0,3,0,0.014623916529671988,1,3462.0
2022-09-27,-0.01838603932898615,0.02044707664223977,-0.008576381899825805,-0.07615946325050776,-0.06715039330814186,-0.07853069344865009,-1.0708131554179592,-1.1495544861084974,-0.06207391107151494,-0.037858915370031276,-1.725613517062531,0.006967152066866156,2.4184831540666423,9,1,3,0,0.003401363823490655,1,3522.0
2022-09-28,-0.013962329685017412,0.04927683094112897,-0.05526267867504938,0.005960000613814732,-0.08226043736731069,-0.04887100818095589,-1.0233235842264186,-0.5319288734321329,-0.0011213457322378773,-0.04344077761114917,-1.6114815236085347,0.004113895593058858,2.390532834009247,9,2,3,0,-0.02531780798428862,0,3360.0
2022-09-29,0.03125254350410453,0.022305757514298186,0.02621026676730972,-0.07580720790668169,-0.1460066705433748,-0.08846026579306576,-1.2718735949765463,-1.759812896200175,-0.0038541881659748256,-0.058739357107908674,-1.5667572810382688,0.0010797971030811482,2.114426387336369,9,3,3,0,-0.0005982650492537545,0,3344.0
2022-10-03,0.0,0.036625475808244844,0.024240028106293634,0.01994626418237891,-0.04990094311048803,-0.09715820728972627,-1.1795041463572966,-1.7443255674143128,0.02714236932991554,-0.01769408260900107,-0.49021153700729864,0.000431592583307161,1.870230390380055,10,0,4,1,0.016514934238333723,1,3423.0
2022-10-04,0.0031559343365159167,0.014257441395716332,0.01086035252898326,0.040462863613181084,-0.01539808011112172,-0.10130056104638883,-1.0137390487207212,-1.037637548288242,-0.00817614617614204,-0.04808322181595415,-0.767498686171467,0.0017245100199660968,1.7665289210759443,10,1,4,1,0.07039739275718482,1,3510.0
2022-10-05,-0.007997909868364442,0.030919307361561312,-0.010141533411615895,0.07898113644857767,0.1393902642441376,-0.015545037043538526,-0.6649215789362775,0.7677500618173003,0.026177873765265147,0.04016856302082594,0.273245307140499,-0.003019846988651098,1.3802510347362003,10,2,4,1,0.0013320902462670148,1,3751.0
2022-10-06,0.010066310166805916,0.024469305943443643,-0.005606742761235914,-0.002658868888944218,0.11678513117281454,0.022618088587772364,-0.6576166736204566,0.6848948092517323,0.007965728394910165,0.049255637147973985,0.6557553090733522,0.0012953369686850014,1.3352247143705198,10,3,4,1,0.014411778661303387,1,3720.0
